sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
162;pms5003;73;-1.421;36.953;2021-01-01T05:41:29.315132+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:44:01.253300+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:44:01.253300+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:44:01.253300+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:46:33.109915+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:46:33.109915+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:46:33.109915+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:49:05.127914+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:49:05.127914+00:00;P1;2.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:49:05.127914+00:00;P0;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:51:37.198854+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:51:37.198854+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:51:37.198854+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:54:09.048557+00:00;P2;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:54:09.048557+00:00;P1;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:54:09.048557+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:56:41.586146+00:00;P2;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:56:41.586146+00:00;P1;1.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:56:41.586146+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T05:59:13.481185+00:00;P2;0.20
162;pms5003;73;-1.421;36.953;2021-01-01T05:59:13.481185+00:00;P1;0.20
162;pms5003;73;-1.421;36.953;2021-01-01T05:59:13.481185+00:00;P0;0.00
162;pms5003;73;-1.421;36.953;2021-01-01T06:01:46.211261+00:00;P2;0.00
